id,exercise_name,category,equipment,difficulty,target_muscle,calories_per_min,injury_risk_factor
1015,Cable Deadlift Variation 1015,Core,Cable,Beginner,Core,7.50,0.345
1016,Bands Leg Press Variation 1016,Endurance,Bands,Elite,Arms,7.59,0.329
1017,Dumbbell Tricep Extension Variation 1017,Endurance,Dumbbell,Beginner,Legs,4.29,0.201
1018,Machine Plank Variation 1018,Core,Machine,Elite,Chest,7.21,0.824
1019,Kettlebell Bench Press Variation 1019,Power,Kettlebell,Intermediate,Shoulders,7.86,0.491
1020,Bodyweight Pull-up Variation 1020,Rehab,Bodyweight,Advanced,Back,10.62,0.668
1021,Bodyweight Tricep Extension Variation 1021,Strength,Bodyweight,Beginner,Core,5.99,0.568
1022,Cable Lat Pulldown Variation 1022,Rehab,Cable,Elite,Arms,11.21,0.683
1023,Cable Bench Press Variation 1023,Power,Cable,Elite,Back,8.54,0.646
1024,Bands Lat Pulldown Variation 1024,Strength,Bands,Elite,Back,9.72,0.730
1025,Kettlebell Dumbbell Curl Variation 1025,Strength,Kettlebell,Advanced,Chest,10.01,0.423
1026,Cable Tricep Extension Variation 1026,Hypertrophy,Cable,Elite,Legs,8.38,0.617
1027,Kettlebell Lunge Variation 1027,Strength,Kettlebell,Intermediate,Arms,9.60,0.461
1028,Bodyweight Tricep Extension Variation 1028,Hypertrophy,Bodyweight,Advanced,Core,7.42,0.590
1029,Kettlebell Lat Pulldown Variation 1029,Hypertrophy,Kettlebell,Intermediate,Full Body,3.12,0.212
1030,Cable Calf Raise Variation 1030,Rehab,Cable,Advanced,Legs,7.79,0.815
1031,Kettlebell Plank Variation 1031,Endurance,Kettlebell,Elite,Shoulders,11.33,0.821
1032,Barbell Crunch Variation 1032,Hypertrophy,Barbell,Beginner,Back,10.13,0.719
1033,Bodyweight Deadlift Variation 1033,Power,Bodyweight,Elite,Full Body,7.21,0.540
1034,Dumbbell Lat Pulldown Variation 1034,Rehab,Dumbbell,Elite,Shoulders,11.65,0.808
1035,Barbell Dumbbell Curl Variation 1035,Endurance,Barbell,Advanced,Arms,8.56,0.724
1036,Bodyweight Lunge Variation 1036,Rehab,Bodyweight,Advanced,Legs,6.15,0.852
1037,Bands Squat Variation 1037,Endurance,Bands,Beginner,Chest,5.54,0.882
1038,Bodyweight Cable Fly Variation 1038,Core,Bodyweight,Intermediate,Core,6.47,0.732
1039,Bands Bench Press Variation 1039,Core,Bands,Elite,Arms,3.56,0.191
1040,Kettlebell Squat Variation 1040,Core,Kettlebell,Beginner,Full Body,10.42,0.301
1041,Bands Crunch Variation 1041,Endurance,Bands,Beginner,Arms,5.76,0.501
1042,Kettlebell Barbell Row Variation 1042,Strength,Kettlebell,Elite,Chest,11.31,0.278
1043,Bodyweight Crunch Variation 1043,Power,Bodyweight,Beginner,Legs,4.12,0.307
1044,Bodyweight Lunge Variation 1044,Strength,Bodyweight,Intermediate,Chest,11.92,0.634
1045,Machine Lunge Variation 1045,Endurance,Machine,Advanced,Legs,9.11,0.285
1046,Barbell Squat Variation 1046,Power,Barbell,Intermediate,Chest,10.38,0.380
1047,Bodyweight Calf Raise Variation 1047,Core,Bodyweight,Elite,Shoulders,3.63,0.348
1048,Barbell Deadlift Variation 1048,Rehab,Barbell,Advanced,Core,7.30,0.231
1049,Machine Pull-up Variation 1049,Rehab,Machine,Elite,Core,7.29,0.628
1050,Barbell Cable Fly Variation 1050,Rehab,Barbell,Intermediate,Back,9.48,0.671
1051,Bodyweight Bench Press Variation 1051,Power,Bodyweight,Beginner,Arms,3.07,0.518
1052,Bodyweight Squat Variation 1052,Rehab,Bodyweight,Intermediate,Full Body,9.88,0.414
1053,Cable Crunch Variation 1053,Rehab,Cable,Elite,Back,9.64,0.736
1054,Dumbbell Plank Variation 1054,Hypertrophy,Dumbbell,Beginner,Core,3.14,0.822
1055,Barbell Lat Pulldown Variation 1055,Power,Barbell,Beginner,Shoulders,11.77,0.775
1056,Machine Barbell Row Variation 1056,Core,Machine,Advanced,Legs,9.60,0.103
1057,Barbell Calf Raise Variation 1057,Endurance,Barbell,Advanced,Legs,3.98,0.899
1058,Kettlebell Bench Press Variation 1058,Rehab,Kettlebell,Beginner,Core,11.46,0.423
1059,Cable Calf Raise Variation 1059,Hypertrophy,Cable,Beginner,Core,10.11,0.308
1060,Dumbbell Pull-up Variation 1060,Hypertrophy,Dumbbell,Advanced,Legs,8.79,0.669
1061,Dumbbell Cable Fly Variation 1061,Rehab,Dumbbell,Beginner,Full Body,6.99,0.495
1062,Dumbbell Cable Fly Variation 1062,Core,Dumbbell,Advanced,Full Body,7.55,0.675
1063,Kettlebell Lat Pulldown Variation 1063,Power,Kettlebell,Elite,Back,7.13,0.704
1064,Machine Overhead Press Variation 1064,Core,Machine,Elite,Full Body,3.17,0.261
1065,Dumbbell Plank Variation 1065,Rehab,Dumbbell,Intermediate,Shoulders,8.53,0.465
1066,Barbell Lat Pulldown Variation 1066,Hypertrophy,Barbell,Beginner,Back,9.43,0.568
1067,Kettlebell Barbell Row Variation 1067,Hypertrophy,Kettlebell,Advanced,Arms,6.06,0.655
1068,Dumbbell Dumbbell Curl Variation 1068,Rehab,Dumbbell,Elite,Chest,6.38,0.160
1069,Bands Squat Variation 1069,Hypertrophy,Bands,Elite,Full Body,10.34,0.594
1070,Bands Deadlift Variation 1070,Hypertrophy,Bands,Advanced,Full Body,6.13,0.524
1071,Cable Cable Fly Variation 1071,Core,Cable,Intermediate,Back,6.70,0.651
1072,Kettlebell Squat Variation 1072,Core,Kettlebell,Intermediate,Legs,9.65,0.355
1073,Cable Barbell Row Variation 1073,Hypertrophy,Cable,Advanced,Legs,9.74,0.719
1074,Machine Lunge Variation 1074,Rehab,Machine,Intermediate,Back,3.52,0.802
1075,Dumbbell Lunge Variation 1075,Power,Dumbbell,Advanced,Core,10.15,0.674
1076,Cable Pull-up Variation 1076,Endurance,Cable,Elite,Chest,10.40,0.832
1077,Cable Cable Fly Variation 1077,Strength,Cable,Advanced,Chest,7.83,0.574
1078,Cable Dumbbell Curl Variation 1078,Power,Cable,Beginner,Legs,5.79,0.534
1079,Barbell Deadlift Variation 1079,Rehab,Barbell,Intermediate,Core,9.62,0.700
1080,Machine Leg Press Variation 1080,Hypertrophy,Machine,Intermediate,Arms,8.33,0.574
1081,Barbell Leg Press Variation 1081,Rehab,Barbell,Beginner,Shoulders,9.35,0.685
1082,Machine Barbell Row Variation 1082,Rehab,Machine,Elite,Shoulders,9.12,0.243
1083,Cable Crunch Variation 1083,Endurance,Cable,Advanced,Legs,8.68,0.506
1084,Bands Bench Press Variation 1084,Rehab,Bands,Beginner,Arms,10.42,0.729
1085,Barbell Cable Fly Variation 1085,Power,Barbell,Beginner,Shoulders,10.29,0.654
1086,Bands Barbell Row Variation 1086,Core,Bands,Advanced,Core,4.75,0.418
1087,Kettlebell Cable Fly Variation 1087,Endurance,Kettlebell,Intermediate,Chest,8.68,0.163
1088,Bodyweight Cable Fly Variation 1088,Rehab,Bodyweight,Elite,Core,3.42,0.753
1089,Kettlebell Tricep Extension Variation 1089,Strength,Kettlebell,Advanced,Full Body,3.04,0.424
1090,Bodyweight Calf Raise Variation 1090,Hypertrophy,Bodyweight,Advanced,Shoulders,11.70,0.817
1091,Machine Cable Fly Variation 1091,Endurance,Machine,Beginner,Full Body,10.12,0.368
1092,Barbell Lat Pulldown Variation 1092,Endurance,Barbell,Advanced,Core,8.07,0.144
1093,Machine Leg Press Variation 1093,Endurance,Machine,Beginner,Chest,10.76,0.579
1094,Machine Barbell Row Variation 1094,Power,Machine,Intermediate,Back,5.23,0.276
1095,Machine Leg Press Variation 1095,Strength,Machine,Intermediate,Shoulders,9.44,0.821
1096,Kettlebell Lunge Variation 1096,Power,Kettlebell,Advanced,Full Body,6.25,0.768
1097,Bodyweight Cable Fly Variation 1097,Rehab,Bodyweight,Elite,Core,7.13,0.604
1098,Barbell Bench Press Variation 1098,Rehab,Barbell,Beginner,Core,11.99,0.751
1099,Bands Crunch Variation 1099,Endurance,Bands,Beginner,Arms,3.08,0.305
1100,Bodyweight Overhead Press Variation 1100,Rehab,Bodyweight,Advanced,Back,4.96,0.499
1101,Dumbbell Deadlift Variation 1101,Power,Dumbbell,Beginner,Back,11.27,0.102
1102,Cable Overhead Press Variation 1102,Power,Cable,Intermediate,Core,4.46,0.552
1103,Machine Lunge Variation 1103,Core,Machine,Advanced,Shoulders,11.92,0.436
1104,Kettlebell Plank Variation 1104,Hypertrophy,Kettlebell,Intermediate,Full Body,6.92,0.235
1105,Bands Pull-up Variation 1105,Hypertrophy,Bands,Advanced,Back,5.26,0.195
1106,Kettlebell Cable Fly Variation 1106,Endurance,Kettlebell,Advanced,Back,10.67,0.794
1107,Dumbbell Bench Press Variation 1107,Hypertrophy,Dumbbell,Beginner,Arms,9.10,0.685
1108,Bands Deadlift Variation 1108,Core,Bands,Beginner,Back,8.47,0.424
1109,Barbell Dumbbell Curl Variation 1109,Rehab,Barbell,Beginner,Shoulders,11.64,0.395
1110,Dumbbell Calf Raise Variation 1110,Power,Dumbbell,Elite,Arms,5.87,0.229
1111,Machine Lat Pulldown Variation 1111,Endurance,Machine,Intermediate,Chest,3.00,0.457
1112,Dumbbell Pull-up Variation 1112,Hypertrophy,Dumbbell,Advanced,Chest,3.32,0.651
1113,Cable Dumbbell Curl Variation 1113,Hypertrophy,Cable,Advanced,Full Body,4.03,0.634
1114,Bands Cable Fly Variation 1114,Rehab,Bands,Beginner,Chest,11.67,0.638
1115,Machine Plank Variation 1115,Strength,Machine,Intermediate,Legs,4.34,0.666
1116,Kettlebell Plank Variation 1116,Strength,Kettlebell,Elite,Chest,10.73,0.562
1117,Machine Cable Fly Variation 1117,Strength,Machine,Beginner,Core,8.55,0.792
1118,Cable Plank Variation 1118,Endurance,Cable,Intermediate,Full Body,4.17,0.806
1119,Dumbbell Deadlift Variation 1119,Strength,Dumbbell,Advanced,Core,10.74,0.104
1120,Kettlebell Squat Variation 1120,Strength,Kettlebell,Intermediate,Chest,4.35,0.447
1121,Bands Dumbbell Curl Variation 1121,Strength,Bands,Advanced,Shoulders,8.81,0.484
1122,Kettlebell Overhead Press Variation 1122,Hypertrophy,Kettlebell,Elite,Legs,4.39,0.774
1123,Bodyweight Lat Pulldown Variation 1123,Hypertrophy,Bodyweight,Beginner,Full Body,10.14,0.266
1124,Cable Crunch Variation 1124,Endurance,Cable,Advanced,Back,9.73,0.200
1125,Dumbbell Crunch Variation 1125,Hypertrophy,Dumbbell,Advanced,Arms,5.93,0.849
1126,Barbell Crunch Variation 1126,Endurance,Barbell,Intermediate,Arms,4.06,0.335
1127,Bands Dumbbell Curl Variation 1127,Strength,Bands,Advanced,Back,9.02,0.349
1128,Dumbbell Calf Raise Variation 1128,Strength,Dumbbell,Beginner,Chest,3.38,0.459
1129,Bodyweight Deadlift Variation 1129,Core,Bodyweight,Intermediate,Back,3.10,0.396
1130,Dumbbell Cable Fly Variation 1130,Strength,Dumbbell,Elite,Back,5.27,0.135
1131,Dumbbell Lat Pulldown Variation 1131,Hypertrophy,Dumbbell,Intermediate,Arms,4.93,0.778
1132,Kettlebell Lat Pulldown Variation 1132,Power,Kettlebell,Beginner,Arms,5.91,0.324
1133,Barbell Pull-up Variation 1133,Strength,Barbell,Elite,Chest,5.26,0.144
1134,Machine Squat Variation 1134,Hypertrophy,Machine,Advanced,Core,8.39,0.705
1135,Bands Leg Press Variation 1135,Rehab,Bands,Elite,Arms,5.08,0.741
1136,Barbell Deadlift Variation 1136,Hypertrophy,Barbell,Intermediate,Full Body,4.08,0.558
1137,Dumbbell Tricep Extension Variation 1137,Core,Dumbbell,Beginner,Full Body,5.72,0.445
1138,Bands Leg Press Variation 1138,Power,Bands,Intermediate,Back,9.29,0.316
1139,Kettlebell Cable Fly Variation 1139,Hypertrophy,Kettlebell,Beginner,Arms,8.12,0.579
1140,Bands Tricep Extension Variation 1140,Strength,Bands,Beginner,Shoulders,6.97,0.714
1141,Bodyweight Plank Variation 1141,Core,Bodyweight,Elite,Core,5.62,0.317
1142,Bands Overhead Press Variation 1142,Core,Bands,Intermediate,Core,7.98,0.893
1143,Machine Calf Raise Variation 1143,Rehab,Machine,Elite,Shoulders,4.09,0.688
1144,Barbell Crunch Variation 1144,Strength,Barbell,Beginner,Full Body,8.92,0.482
1145,Bands Pull-up Variation 1145,Power,Bands,Beginner,Shoulders,3.33,0.709
1146,Dumbbell Pull-up Variation 1146,Core,Dumbbell,Elite,Back,11.47,0.787
1147,Machine Deadlift Variation 1147,Strength,Machine,Intermediate,Full Body,9.37,0.843
1148,Kettlebell Crunch Variation 1148,Core,Kettlebell,Advanced,Core,10.41,0.118
1149,Barbell Deadlift Variation 1149,Endurance,Barbell,Elite,Back,7.70,0.634
1150,Dumbbell Squat Variation 1150,Endurance,Dumbbell,Beginner,Core,11.04,0.222
1151,Kettlebell Plank Variation 1151,Endurance,Kettlebell,Advanced,Back,8.01,0.824
1152,Machine Barbell Row Variation 1152,Rehab,Machine,Elite,Back,6.77,0.805
1153,Machine Tricep Extension Variation 1153,Strength,Machine,Beginner,Legs,7.47,0.134
1154,Cable Lat Pulldown Variation 1154,Strength,Cable,Elite,Full Body,6.98,0.507
1155,Dumbbell Tricep Extension Variation 1155,Rehab,Dumbbell,Advanced,Chest,11.22,0.276
1156,Kettlebell Squat Variation 1156,Rehab,Kettlebell,Elite,Shoulders,3.64,0.192
1157,Machine Leg Press Variation 1157,Hypertrophy,Machine,Beginner,Back,4.21,0.149
1158,Dumbbell Bench Press Variation 1158,Strength,Dumbbell,Advanced,Chest,7.18,0.337
1159,Bands Plank Variation 1159,Core,Bands,Advanced,Arms,4.83,0.380
1160,Machine Pull-up Variation 1160,Hypertrophy,Machine,Intermediate,Back,4.66,0.373
1161,Machine Deadlift Variation 1161,Core,Machine,Intermediate,Chest,10.44,0.632
1162,Bands Tricep Extension Variation 1162,Rehab,Bands,Advanced,Arms,11.96,0.245
1163,Barbell Overhead Press Variation 1163,Core,Barbell,Beginner,Shoulders,6.69,0.837
1164,Dumbbell Barbell Row Variation 1164,Rehab,Dumbbell,Beginner,Chest,4.65,0.432
1165,Barbell Pull-up Variation 1165,Power,Barbell,Elite,Chest,3.24,0.735
1166,Bodyweight Bench Press Variation 1166,Hypertrophy,Bodyweight,Advanced,Arms,3.57,0.849
1167,Dumbbell Deadlift Variation 1167,Endurance,Dumbbell,Elite,Back,5.63,0.322
1168,Bands Squat Variation 1168,Hypertrophy,Bands,Beginner,Back,4.29,0.833
1169,Bands Lunge Variation 1169,Hypertrophy,Bands,Beginner,Chest,10.99,0.554
1170,Bands Barbell Row Variation 1170,Power,Bands,Advanced,Full Body,9.40,0.790
1171,Machine Lunge Variation 1171,Endurance,Machine,Elite,Legs,3.77,0.449
1172,Cable Lat Pulldown Variation 1172,Endurance,Cable,Elite,Full Body,11.33,0.697
1173,Bands Bench Press Variation 1173,Rehab,Bands,Intermediate,Chest,6.07,0.113
1174,Barbell Cable Fly Variation 1174,Rehab,Barbell,Beginner,Shoulders,11.24,0.498
1175,Bands Squat Variation 1175,Power,Bands,Beginner,Core,4.17,0.516
1176,Bodyweight Overhead Press Variation 1176,Hypertrophy,Bodyweight,Beginner,Core,10.93,0.576
1177,Bands Cable Fly Variation 1177,Rehab,Bands,Elite,Arms,7.38,0.850
1178,Kettlebell Cable Fly Variation 1178,Hypertrophy,Kettlebell,Elite,Legs,5.88,0.814
1179,Barbell Dumbbell Curl Variation 1179,Endurance,Barbell,Beginner,Full Body,10.09,0.433
1180,Cable Barbell Row Variation 1180,Hypertrophy,Cable,Intermediate,Chest,8.19,0.859
1181,Barbell Deadlift Variation 1181,Strength,Barbell,Intermediate,Arms,4.90,0.551
1182,Dumbbell Bench Press Variation 1182,Endurance,Dumbbell,Intermediate,Legs,5.38,0.124
1183,Bands Dumbbell Curl Variation 1183,Rehab,Bands,Intermediate,Chest,5.26,0.796
1184,Dumbbell Tricep Extension Variation 1184,Endurance,Dumbbell,Elite,Legs,9.78,0.569
1185,Barbell Calf Raise Variation 1185,Strength,Barbell,Intermediate,Chest,6.08,0.507
1186,Kettlebell Lunge Variation 1186,Hypertrophy,Kettlebell,Advanced,Chest,8.74,0.754
1187,Machine Cable Fly Variation 1187,Strength,Machine,Intermediate,Arms,3.88,0.375
1188,Barbell Leg Press Variation 1188,Core,Barbell,Advanced,Chest,10.25,0.889
1189,Bands Crunch Variation 1189,Core,Bands,Intermediate,Core,3.59,0.475
1190,Bands Lat Pulldown Variation 1190,Strength,Bands,Elite,Shoulders,6.05,0.844
1191,Kettlebell Leg Press Variation 1191,Endurance,Kettlebell,Beginner,Shoulders,6.02,0.625
1192,Dumbbell Deadlift Variation 1192,Strength,Dumbbell,Advanced,Full Body,8.86,0.331
1193,Barbell Lat Pulldown Variation 1193,Strength,Barbell,Beginner,Legs,3.36,0.132
1194,Dumbbell Lunge Variation 1194,Strength,Dumbbell,Advanced,Shoulders,3.67,0.195
1195,Cable Pull-up Variation 1195,Power,Cable,Elite,Arms,4.31,0.661
1196,Barbell Overhead Press Variation 1196,Rehab,Barbell,Intermediate,Back,8.93,0.440
1197,Dumbbell Cable Fly Variation 1197,Hypertrophy,Dumbbell,Beginner,Full Body,7.95,0.113
1198,Bodyweight Leg Press Variation 1198,Power,Bodyweight,Beginner,Arms,5.47,0.221
1199,Barbell Lat Pulldown Variation 1199,Strength,Barbell,Elite,Core,5.77,0.641
1200,Bodyweight Tricep Extension Variation 1200,Power,Bodyweight,Advanced,Arms,8.52,0.333
1201,Machine Tricep Extension Variation 1201,Hypertrophy,Machine,Advanced,Chest,4.76,0.841
1202,Machine Overhead Press Variation 1202,Strength,Machine,Advanced,Shoulders,8.10,0.842
1203,Dumbbell Deadlift Variation 1203,Hypertrophy,Dumbbell,Beginner,Back,3.02,0.654
1204,Machine Squat Variation 1204,Rehab,Machine,Intermediate,Chest,10.41,0.401
1205,Kettlebell Cable Fly Variation 1205,Hypertrophy,Kettlebell,Advanced,Chest,10.12,0.825
1206,Barbell Plank Variation 1206,Endurance,Barbell,Intermediate,Core,4.61,0.742
1207,Dumbbell Cable Fly Variation 1207,Core,Dumbbell,Beginner,Legs,8.49,0.210
1208,Bands Tricep Extension Variation 1208,Strength,Bands,Intermediate,Shoulders,8.96,0.640
1209,Dumbbell Crunch Variation 1209,Endurance,Dumbbell,Elite,Chest,9.92,0.530
1210,Kettlebell Crunch Variation 1210,Hypertrophy,Kettlebell,Beginner,Chest,9.34,0.600
1211,Cable Barbell Row Variation 1211,Core,Cable,Intermediate,Full Body,6.93,0.204
1212,Bodyweight Squat Variation 1212,Power,Bodyweight,Elite,Arms,5.57,0.329
1213,Bands Barbell Row Variation 1213,Strength,Bands,Beginner,Full Body,7.24,0.555
1214,Kettlebell Barbell Row Variation 1214,Core,Kettlebell,Advanced,Back,10.89,0.825
1215,Bands Leg Press Variation 1215,Hypertrophy,Bands,Elite,Chest,10.93,0.576
1216,Machine Bench Press Variation 1216,Endurance,Machine,Beginner,Legs,4.93,0.180
1217,Cable Squat Variation 1217,Power,Cable,Elite,Back,10.79,0.427
1218,Dumbbell Overhead Press Variation 1218,Strength,Dumbbell,Beginner,Arms,9.42,0.571
1219,Barbell Deadlift Variation 1219,Core,Barbell,Elite,Core,3.79,0.380
1220,Kettlebell Leg Press Variation 1220,Hypertrophy,Kettlebell,Beginner,Core,10.63,0.792
1221,Barbell Plank Variation 1221,Power,Barbell,Beginner,Chest,9.46,0.405
1222,Bands Dumbbell Curl Variation 1222,Hypertrophy,Bands,Advanced,Back,4.75,0.619
1223,Dumbbell Calf Raise Variation 1223,Core,Dumbbell,Advanced,Chest,6.13,0.308
1224,Bands Tricep Extension Variation 1224,Hypertrophy,Bands,Intermediate,Core,11.41,0.521
1225,Bodyweight Pull-up Variation 1225,Core,Bodyweight,Elite,Core,9.04,0.514
1226,Cable Tricep Extension Variation 1226,Core,Cable,Beginner,Back,7.88,0.214
1227,Dumbbell Lunge Variation 1227,Endurance,Dumbbell,Intermediate,Arms,10.50,0.551
1228,Barbell Barbell Row Variation 1228,Core,Barbell,Intermediate,Chest,6.30,0.551
1229,Barbell Dumbbell Curl Variation 1229,Hypertrophy,Barbell,Beginner,Shoulders,7.42,0.338
1230,Cable Plank Variation 1230,Power,Cable,Elite,Arms,5.12,0.419
1231,Cable Calf Raise Variation 1231,Core,Cable,Beginner,Chest,11.13,0.849
1232,Dumbbell Plank Variation 1232,Strength,Dumbbell,Intermediate,Chest,7.20,0.182
1233,Bands Overhead Press Variation 1233,Rehab,Bands,Beginner,Full Body,6.81,0.525
1234,Kettlebell Squat Variation 1234,Core,Kettlebell,Intermediate,Core,4.68,0.658
1235,Bands Plank Variation 1235,Strength,Bands,Beginner,Core,5.91,0.419
1236,Bands Lat Pulldown Variation 1236,Strength,Bands,Beginner,Back,11.01,0.680
1237,Kettlebell Bench Press Variation 1237,Hypertrophy,Kettlebell,Beginner,Back,12.00,0.564
1238,Kettlebell Cable Fly Variation 1238,Endurance,Kettlebell,Elite,Arms,4.96,0.581
1239,Bodyweight Plank Variation 1239,Endurance,Bodyweight,Beginner,Arms,8.79,0.174
1240,Bodyweight Plank Variation 1240,Power,Bodyweight,Intermediate,Legs,8.04,0.700
1241,Kettlebell Crunch Variation 1241,Hypertrophy,Kettlebell,Intermediate,Legs,10.73,0.242
1242,Machine Calf Raise Variation 1242,Endurance,Machine,Beginner,Back,11.34,0.767
1243,Kettlebell Cable Fly Variation 1243,Hypertrophy,Kettlebell,Advanced,Chest,4.78,0.131
1244,Cable Bench Press Variation 1244,Rehab,Cable,Advanced,Chest,7.26,0.808
1245,Cable Tricep Extension Variation 1245,Hypertrophy,Cable,Beginner,Core,11.80,0.736
1246,Bodyweight Barbell Row Variation 1246,Hypertrophy,Bodyweight,Intermediate,Chest,9.62,0.157
1247,Dumbbell Plank Variation 1247,Core,Dumbbell,Advanced,Arms,4.55,0.847
1248,Machine Cable Fly Variation 1248,Strength,Machine,Advanced,Legs,8.25,0.274
1249,Kettlebell Calf Raise Variation 1249,Rehab,Kettlebell,Intermediate,Full Body,5.62,0.680
1250,Bodyweight Dumbbell Curl Variation 1250,Core,Bodyweight,Elite,Shoulders,3.23,0.552
1251,Kettlebell Plank Variation 1251,Core,Kettlebell,Beginner,Legs,10.82,0.663
1252,Cable Squat Variation 1252,Hypertrophy,Cable,Advanced,Legs,8.16,0.575
1253,Cable Tricep Extension Variation 1253,Core,Cable,Elite,Legs,3.14,0.287
1254,Machine Deadlift Variation 1254,Endurance,Machine,Elite,Core,7.90,0.514
1255,Barbell Plank Variation 1255,Strength,Barbell,Elite,Shoulders,6.31,0.252
1256,Cable Calf Raise Variation 1256,Core,Cable,Beginner,Back,10.22,0.635
1257,Cable Overhead Press Variation 1257,Endurance,Cable,Elite,Chest,5.79,0.159
1258,Machine Cable Fly Variation 1258,Rehab,Machine,Intermediate,Shoulders,11.64,0.699
1259,Bands Calf Raise Variation 1259,Rehab,Bands,Intermediate,Back,9.40,0.505
1260,Bands Cable Fly Variation 1260,Endurance,Bands,Advanced,Legs,9.30,0.192
1261,Dumbbell Cable Fly Variation 1261,Core,Dumbbell,Elite,Shoulders,10.26,0.241
